,ano,cnae_secao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
416,2016,Construção,ALAGOAS,3127683.0,136839645.66829672,43.75112364913475
417,2016,Educação,ALAGOAS,3127683.0,5441673.034494889,1.7398416126234304
418,2016,Eletricidade e gás,ALAGOAS,3127683.0,1224212.2689898892,0.3914118754969379
419,2016,Indústrias de transformação,ALAGOAS,3127683.0,76644347.75822043,24.505152139209898
420,2016,Indústrias extrativas,ALAGOAS,3127683.0,2019171.177170105,0.6455805070942627
421,2016,Informação e comunicação,ALAGOAS,3127683.0,6099829.582665668,1.9502710417474112
422,2016,Outras atividades de serviços,ALAGOAS,3127683.0,8276112.4204462785,2.6460841525328105
423,2016,Saúde humana e serviços sociais,ALAGOAS,3127683.0,23565166.291934203,7.534384492269262
424,2016,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,61561821.315812275,19.682883884272247
425,2016,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,5330160.887782523,1.7041883361525203
434,2017,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,0.0,0.0
435,2017,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,61516971.23765382,19.66854417076597
436,2017,Alojamento e alimentação,ALAGOAS,3127683.0,12521501.409198506,4.0034432547027645
437,2017,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,1511526.9821780894,0.48327371481639586
438,2017,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,31217558.877987567,9.981049511087782
439,2017,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,3152198.1578537594,1.0078381210160234
440,2017,Atividades imobiliárias,ALAGOAS,3127683.0,4734697.621088636,1.513803547574558
441,2017,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,9457696.04627169,3.023866563929813
442,2017,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,600161496.7172037,191.88693250473392
443,2017,Construção,ALAGOAS,3127683.0,227355576.2646782,72.69137449820785
444,2017,Educação,ALAGOAS,3127683.0,3121007.4733968847,0.9978656639425686
445,2017,Eletricidade e gás,ALAGOAS,3127683.0,766127.3152742636,0.2449504362412251
446,2017,Indústrias de transformação,ALAGOAS,3127683.0,97516856.1054663,31.178625233268942
447,2017,Indústrias extrativas,ALAGOAS,3127683.0,2479531.6663744585,0.7927694930638618
448,2017,Informação e comunicação,ALAGOAS,3127683.0,3073476.3441177844,0.9826687500356603
449,2017,Outras atividades de serviços,ALAGOAS,3127683.0,5582358.235215968,1.7848222582710487
450,2017,Saúde humana e serviços sociais,ALAGOAS,3127683.0,17232406.47502174,5.509639715732617
451,2017,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,43834869.94613368,14.015125556564934
452,2017,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,3419901.0269782026,1.0934295537553527
461,2018,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,0.0,0.0
462,2018,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,34436356.74879041,11.010181258391727
463,2018,Alojamento e alimentação,ALAGOAS,3127683.0,14604723.198266987,4.669502375485939
464,2018,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,1538936.2519268743,0.4920371571949185
465,2018,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,30065743.027178522,9.612784616336924
466,2018,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,1197569.3979119733,0.3828934703139587
467,2018,Atividades imobiliárias,ALAGOAS,3127683.0,2032627.6012140443,0.6498828689525263
468,2018,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,9045695.002388792,2.892139325625005
469,2018,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,184676565.38335285,59.04580655499705
470,2018,Construção,ALAGOAS,3127683.0,194254618.51757544,62.108154348626584
471,2018,Educação,ALAGOAS,3127683.0,2195241.8682753444,0.7018747962230649
472,2018,Eletricidade e gás,ALAGOAS,3127683.0,685998.5905923165,0.21933123996016107
473,2018,Indústrias de transformação,ALAGOAS,3127683.0,44505836.60576824,14.229650704936606
474,2018,Indústrias extrativas,ALAGOAS,3127683.0,1343093.0344454546,0.4294210872538728
475,2018,Informação e comunicação,ALAGOAS,3127683.0,1042756.4168065438,0.33339581306882565
476,2018,Outras atividades de serviços,ALAGOAS,3127683.0,5007446.7654585615,1.6010084031721121
477,2018,Saúde humana e serviços sociais,ALAGOAS,3127683.0,7861256.756535068,2.513444219422195
478,2018,Serviços domésticos,ALAGOAS,3127683.0,0.0,0.0
479,2018,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,25558697.8725699,8.171767366632073
480,2018,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,1060801.5833946986,0.33916531291524704
489,2019,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,0.0,0.0
490,2019,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,134602489.228728,43.035847695795255
491,2019,Alojamento e alimentação,ALAGOAS,3127683.0,13284083.590441048,4.247260221205617
492,2019,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,428850.897587818,0.13711456614619127
493,2019,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,11520119.825500695,3.683276030691312
494,2019,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,2409416.7193151605,0.770351956804817
495,2019,Atividades imobiliárias,ALAGOAS,3127683.0,1158777.423798781,0.3704906871312665
496,2019,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,7498064.215555003,2.3973223039403297
497,2019,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,157184514.62846583,50.255896978199466
498,2019,Construção,ALAGOAS,3127683.0,171461184.55763465,54.820512359351845
499,2019,Educação,ALAGOAS,3127683.0,3031395.856910095,0.9692145453711566
500,2019,Eletricidade e gás,ALAGOAS,3127683.0,0.0,0.0
501,2019,Indústrias de transformação,ALAGOAS,3127683.0,30610551.66773643,9.786973829424667
502,2019,Indústrias extrativas,ALAGOAS,3127683.0,6697.06399532605,0.0021412221108488456
503,2019,Informação e comunicação,ALAGOAS,3127683.0,2524368.882894164,0.8071050943763047
504,2019,Outras atividades de serviços,ALAGOAS,3127683.0,3177206.1262332154,1.0158338061220449
505,2019,Saúde humana e serviços sociais,ALAGOAS,3127683.0,4474097.389644415,1.4304830091938394
506,2019,Serviços domésticos,ALAGOAS,3127683.0,0.0,0.0
507,2019,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,15142844.431540228,4.841553453959442
508,2019,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,1529526.1239980513,0.4890284993709565
517,2020,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,10301.302104675533,0.003293588929784615
518,2020,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,343499208.5265814,109.82545498587338
519,2020,Alojamento e alimentação,ALAGOAS,3127683.0,18569954.862002708,5.937288037823113
520,2020,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,1190841.4557236973,0.3807423756575386
521,2020,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,10256916.697667122,3.2793977834924837
522,2020,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,541090.7462490672,0.17300050748399606
523,2020,Atividades imobiliárias,ALAGOAS,3127683.0,1237810.0006087874,0.39575941698976125
524,2020,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,6388092.825958347,2.0424361503254476
525,2020,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,103507912.35090633,33.09411866576834
526,2020,Construção,ALAGOAS,3127683.0,175417901.71995196,56.085575718495754
527,2020,Educação,ALAGOAS,3127683.0,4262335.812221043,1.3627774337172414
528,2020,Eletricidade e gás,ALAGOAS,3127683.0,15452.719789539966,0.0049406285066421265
529,2020,Indústrias de transformação,ALAGOAS,3127683.0,33918160.66135887,10.844500757064854
530,2020,Indústrias extrativas,ALAGOAS,3127683.0,17243.670721996146,0.005513241182688957
531,2020,Informação e comunicação,ALAGOAS,3127683.0,5177142.964123284,1.6552646045405766
532,2020,Outras atividades de serviços,ALAGOAS,3127683.0,3657360.153778695,1.1693512909648116
533,2020,Saúde humana e serviços sociais,ALAGOAS,3127683.0,2340833.736909093,0.7484242287051126
534,2020,Serviços domésticos,ALAGOAS,3127683.0,1375.4117654621496,0.00043975420957371623
535,2020,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,13654095.267061265,4.3655623882155785
536,2020,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,380717.9144939805,0.12172522422955924
545,2021,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,4475.717871143169,0.0014310011184455614
546,2021,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,5746006.47033045,1.8371447714907327
547,2021,Alojamento e alimentação,ALAGOAS,3127683.0,28298363.28254352,9.047708250018792
548,2021,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,2208069.6153336605,0.7059761540199759
549,2021,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,239628215.67841947,76.6152502278586
550,2021,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,408194.49535556475,0.13051018768704015
551,2021,Atividades imobiliárias,ALAGOAS,3127683.0,864566.338379848,0.2764239017764422
552,2021,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,12064824.434555305,3.857431982255013
553,2021,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,120798678.24602741,38.62241737606637
554,2021,Construção,ALAGOAS,3127683.0,66584607.21911892,21.28879660090838
555,2021,Educação,ALAGOAS,3127683.0,5009603.942427583,1.601698107649523
556,2021,Eletricidade e gás,ALAGOAS,3127683.0,0.0,0.0
557,2021,Indústrias de transformação,ALAGOAS,3127683.0,29546996.613668945,9.446928161731526
558,2021,Indústrias extrativas,ALAGOAS,3127683.0,98539.81815929603,0.03150569228380754
559,2021,Informação e comunicação,ALAGOAS,3127683.0,10228816.862680614,3.27041354980048
560,2021,Outras atividades de serviços,ALAGOAS,3127683.0,15292914.634040559,4.8895347239603755
561,2021,Saúde humana e serviços sociais,ALAGOAS,3127683.0,10882862.195255863,3.4795285184770526
562,2021,Serviços domésticos,ALAGOAS,3127683.0,10541.610907511613,0.0033704217810793524
563,2021,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,11720726.700665433,3.747415163450207
564,2021,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,438046.5819891234,0.1400546609068513
573,2022,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,0.0,0.0
574,2022,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,1005072.4506906327,0.3213472882931655
575,2022,Alojamento e alimentação,ALAGOAS,3127683.0,34478914.581605,11.023788082617388
576,2022,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,2162916.14644419,0.6915394387615976
577,2022,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,23758580.68716724,7.596224005811087
578,2022,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,704624.5177466813,0.22528642376694868
579,2022,Atividades imobiliárias,ALAGOAS,3127683.0,3501506.811939415,1.1195210038675323
580,2022,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,19080237.534472093,6.100438418622377
581,2022,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,194297423.59591198,62.121840223549505
582,2022,Construção,ALAGOAS,3127683.0,72601383.83823682,23.21251349265153
583,2022,Educação,ALAGOAS,3127683.0,8769753.310113562,2.803913731063398
584,2022,Eletricidade e gás,ALAGOAS,3127683.0,53084.102100182354,0.01697234089905606
585,2022,Indústrias de transformação,ALAGOAS,3127683.0,27506847.085499734,8.79464034094879
586,2022,Indústrias extrativas,ALAGOAS,3127683.0,156660.71962343383,0.050088426360163044
587,2022,Informação e comunicação,ALAGOAS,3127683.0,6736157.937600947,2.1537214409519594
588,2022,Outras atividades de serviços,ALAGOAS,3127683.0,5921749.798533588,1.8933343943531322
589,2022,Saúde humana e serviços sociais,ALAGOAS,3127683.0,40554731.418540075,12.966381637314292
590,2022,Serviços domésticos,ALAGOAS,3127683.0,20249.911409892746,0.006474412979158292
591,2022,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,17321152.92301459,5.538014217877767
592,2022,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,2155489.779037833,0.6891650397555741
600,2012,"Administração pública, defesa e seguridade social",AMAZONAS,3941613.0,16234.060324996402,0.004118633748416296
601,2012,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",AMAZONAS,3941613.0,14641938.420426061,3.7147072582787963
602,2012,Alojamento e alimentação,AMAZONAS,3941613.0,26675457.471949156,6.767650064059855
603,2012,"Artes, cultura, esporte e recreação",AMAZONAS,3941613.0,3055752.106125045,0.77525421854582
604,2012,Atividades administrativas e serviços complementares,AMAZONAS,3941613.0,24712515.88705676,6.269645418527075
605,2012,"Atividades financeiras, de seguros e serviços relacionados",AMAZONAS,3941613.0,1452870.0152997153,0.36859783426219556
606,2012,Atividades imobiliárias,AMAZONAS,3941613.0,2452112.5483741956,0.6221089052563495
607,2012,"Atividades profissionais, científicas e técnicas",AMAZONAS,3941613.0,20767204.113420658,5.268707027661177
608,2012,Comércio; reparação de veículos automotores e motocicletas,AMAZONAS,3941613.0,333612503.8042816,84.63857405693598
609,2012,Construção,AMAZONAS,3941613.0,100618958.12616597,25.52735596471951
610,2012,Educação,AMAZONAS,3941613.0,4234548.8813811615,1.0743187830416536
611,2012,Eletricidade e gás,AMAZONAS,3941613.0,0.0,0.0
612,2012,Indústrias de transformação,AMAZONAS,3941613.0,342025343.0444011,86.77293865338913
613,2012,Indústrias extrativas,AMAZONAS,3941613.0,1998057.5597167814,0.5069136822201422
614,2012,Informação e comunicação,AMAZONAS,3941613.0,5317564.472472904,1.3490833505148538
615,2012,Outras atividades de serviços,AMAZONAS,3941613.0,8758599.6749454,2.2220851400036987
616,2012,Saúde humana e serviços sociais,AMAZONAS,3941613.0,8900323.649261575,2.25804097187156
617,2012,"Transporte, armazenagem e correio",AMAZONAS,3941613.0,115103512.2485597,29.202134316220214
618,2012,"Água, esgoto, atividades de gestão de resíduos e descontaminação",AMAZONAS,3941613.0,2261557.4145674305,0.573764449875579
626,2013,"Administração pública, defesa e seguridade social",AMAZONAS,3941613.0,889514.0441926351,0.22567259753624597
627,2013,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",AMAZONAS,3941613.0,1959822.9902523274,0.49721344795958594
628,2013,Alojamento e alimentação,AMAZONAS,3941613.0,23419769.911266554,5.941671572340195
629,2013,"Artes, cultura, esporte e recreação",AMAZONAS,3941613.0,3863453.274519911,0.9801706241886028
630,2013,Atividades administrativas e serviços complementares,AMAZONAS,3941613.0,47718024.87810963,12.106217652039819
631,2013,"Atividades financeiras, de seguros e serviços relacionados",AMAZONAS,3941613.0,1065245.7471111408,0.2702563004311029
632,2013,Atividades imobiliárias,AMAZONAS,3941613.0,6047346.333695558,1.5342313752505783
